Reporting Area,MMWR Year,MMWR Week,"Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2020†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2020†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†, flag","Chancroid, Current week","Chancroid, Current week, flag","Chancroid, Previous 52 weeks Max†","Chancroid, Previous 52 weeks Max†, flag","Chancroid, Cum 2020†","Chancroid, Cum 2020†, flag","Chancroid, Cum 2019†","Chancroid, Cum 2019†, flag","Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Max†","Chlamydia trachomatis infection, Previous 52 weeks Max†, flag","Chlamydia trachomatis infection, Cum 2020†","Chlamydia trachomatis infection, Cum 2020†, flag","Chlamydia trachomatis infection, Cum 2019†","Chlamydia trachomatis infection, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
VERMONT,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,22,,61,,553,,1254,,VERMONT,,20204008,POINT (-72.662695 44.075252)
KENTUCKY,2020,40,,-,0,,,-,,-,,-,0,,,-,2,,,-,2270,,5965,,14562,,KENTUCKY,,20204040,POINT (-85.290484 37.526683)
PUERTO RICO,2020,40,,-,3,,,-,33,,,-,0,,,-,,-,,-,129,,326,,3703,,PUERTO RICO,,20204067,POINT (-66.414655 18.215692)
MAINE,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,62,,105,,2489,,3019,,MAINE,,20204004,POINT (-69.06137 45.117911)
VIRGINIA,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,887,,1126,,30309,,37457,,VIRGINIA,,20204036,POINT (-78.666382 37.510861)
ARIZONA,2020,40,,-,5,,28,,60,,,-,0,,,-,1,,427,,896,,26385,,33773,,ARIZONA,,20204049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204064,
WISCONSIN,2020,40,,-,3,,10,,23,,,-,0,,,-,,-,162,,673,,16984,,22474,,WISCONSIN,,20204019,POINT (-89.732969 44.639954)
IDAHO,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,100,,195,,4592,,5344,,IDAHO,,20204051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204068,POINT (-64.840836 18.060868)
MICHIGAN,2020,40,,-,7,,77,,120,,,-,0,,,-,,-,174,,1194,,28749,,38737,,MICHIGAN,,20204017,POINT (-85.730977 44.874798)
GEORGIA,2020,40,,-,11,,4,,187,,,-,0,,,-,,-,639,,1461,,36087,,52080,,GEORGIA,,20204032,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,180,,1679,,28492,,58834,,,NEW YORK CITY,20204012,
ARKANSAS,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,2,,437,,9298,,13019,,ARKANSAS,,20204044,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,,-,605,,6688,,19499,,MISSISSIPPI,,20204041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,40,,-,1,,1,,7,,,-,0,,,-,,-,,-,117,,2547,,3512,,SOUTH DAKOTA,,20204027,POINT (-100.230491 44.43614)
WYOMING,2020,40,,-,1,,2,,2,,,-,0,,,-,,-,,-,59,,1332,,1701,,WYOMING,,20204056,POINT (-107.55145 42.999627)
MISSOURI,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,,-,808,,12334,,26864,,MISSOURI,,20204024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,40,,-,0,,,-,,-,,-,1,,1,,,-,2467,,4837,,117547,,170277,,,MIDDLE ATLANTIC,20204009,
CALIFORNIA,2020,40,,-,8,,46,,2,,,-,1,,1,,,-,,-,4817,,126860,,185607,,CALIFORNIA,,20204059,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,1,,253,,3767,,4370,,WEST VIRGINIA,,20204037,POINT (-80.613729 38.642579)
FLORIDA,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,1387,,2625,,74044,,84555,,FLORIDA,,20204031,POINT (-82.420978 28.260731)
MONTANA,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,28,,109,,3022,,3669,,MONTANA,,20204052,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,40,,-,1,,1,,7,,,-,0,,,-,,-,150,,2326,,51536,,83396,,,WEST NORTH CENTRAL,20204020,
MASSACHUSETTS,2020,40,,-,0,,,-,,-,,-,1,,,-,2,,,-,733,,16953,,24212,,MASSACHUSETTS,,20204005,POINT (-71.481104 42.151077)
MOUNTAIN,2020,40,,-,5,,39,,78,,,-,0,,,-,1,,1301,,2768,,80166,,101504,,,MOUNTAIN,20204048,
INDIANA,2020,40,,-,18,,122,,227,,,-,0,,,-,,-,364,,790,,24122,,27450,,INDIANA,,20204016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,40,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,4,,7,,,NON-US RESIDENTS,20204069,
US TERRITORIES,2020,40,,-,3,,,-,33,,,-,0,,,-,,-,,-,129,,326,,3703,,,US TERRITORIES,20204063,
PACIFIC,2020,46,,-,30,,68,,4,,,-,1,,2,,,-,2621,,6138,,186729,,276742,,,PACIFIC,20204657,
TOTAL,2020,46,,-,69,,546,,1203,,,-,1,,3,,6,,11271,,36567,,1136869,,1617175,,,TOTAL,20204670,
GUAM,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204666,POINT (144.653198 13.3532)
OKLAHOMA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,42,,489,,11639,,21074,,OKLAHOMA,,20204646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204665,POINT (145.725693 15.1834)
OHIO,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,660,,1435,,49216,,58609,,OHIO,,20204618,POINT (-82.70936 40.415534)
MINNESOTA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,17,,585,,17452,,21885,,MINNESOTA,,20204623,POINT (-94.198308 46.349153)
LOUISIANA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,857,,25552,,32549,,LOUISIANA,,20204645,POINT (-91.840238 30.921314)
HAWAII,2020,46,,-,0,,,-,2,,,-,0,,,-,,-,,-,199,,,-,7175,,HAWAII,,20204660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,46,,-,22,,178,,643,,,-,0,,,-,1,,3411,,8739,,278205,,349396,,,SOUTH ATLANTIC,20204628,
PENNSYLVANIA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,941,,1450,,45111,,54748,,PENNSYLVANIA,,20204613,POINT (-77.838886 40.896694)
UTAH,2020,46,,-,2,,6,,10,,,-,0,,,-,,-,,-,261,,8722,,9939,,UTAH,,20204655,POINT (-111.678222 39.323779)
COLORADO,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,505,,1260,,22458,,26704,,COLORADO,,20204650,POINT (-105.547832 38.998552)
VERMONT,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,3,,61,,617,,1497,,VERMONT,,20204608,POINT (-72.662695 44.075252)
KENTUCKY,2020,46,,-,0,,,-,,-,,-,0,,,-,2,,,-,2270,,5965,,16746,,KENTUCKY,,20204640,POINT (-85.290484 37.526683)
PUERTO RICO,2020,46,,-,3,,,-,39,,,-,0,,,-,,-,,-,130,,326,,4336,,PUERTO RICO,,20204667,POINT (-66.414655 18.215692)
MAINE,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,105,,2863,,3511,,MAINE,,20204604,POINT (-69.06137 45.117911)
VIRGINIA,2020,46,,-,8,,36,,190,,,-,0,,,-,,-,758,,1126,,35068,,43044,,VIRGINIA,,20204636,POINT (-78.666382 37.510861)
ARIZONA,2020,46,,-,4,,28,,69,,,-,0,,,-,1,,426,,897,,31216,,38762,,ARIZONA,,20204649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204664,
WISCONSIN,2020,46,,-,3,,10,,27,,,-,0,,,-,,-,147,,672,,19565,,25778,,WISCONSIN,,20204619,POINT (-89.732969 44.639954)
IDAHO,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,93,,195,,5199,,6093,,IDAHO,,20204651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204668,POINT (-64.840836 18.060868)
MICHIGAN,2020,46,,-,5,,86,,143,,,-,0,,,-,,-,94,,1194,,32464,,44600,,MICHIGAN,,20204617,POINT (-85.730977 44.874798)
GEORGIA,2020,46,,-,11,,6,,220,,,-,0,,,-,,-,342,,1461,,37448,,60351,,GEORGIA,,20204632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,439,,1670,,48156,,67950,,,NEW YORK CITY,20204612,
ARKANSAS,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,437,,11551,,15314,,ARKANSAS,,20204644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,124,,592,,10536,,22641,,MISSISSIPPI,,20204641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,46,,-,1,,1,,8,,,-,0,,,-,,-,,-,117,,2678,,4036,,SOUTH DAKOTA,,20204627,POINT (-100.230491 44.43614)
WYOMING,2020,46,,-,1,,2,,2,,,-,0,,,-,,-,32,,59,,1658,,1937,,WYOMING,,20204656,POINT (-107.55145 42.999627)
MISSOURI,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,808,,12334,,30882,,MISSOURI,,20204624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,46,,-,0,,,-,,-,,-,1,,1,,,-,2523,,4837,,151152,,197812,,,MIDDLE ATLANTIC,20204609,
CALIFORNIA,2020,46,,-,8,,68,,2,,,-,1,,2,,,-,1953,,4820,,153117,,213044,,CALIFORNIA,,20204659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,253,,4418,,4996,,WEST VIRGINIA,,20204637,POINT (-80.613729 38.642579)
FLORIDA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,1318,,2625,,86208,,97897,,FLORIDA,,20204631,POINT (-82.420978 28.260731)
MONTANA,2020,46,,-,0,,,-,,-,,-,0,,,-,,-,,-,109,,3264,,4233,,MONTANA,,20204652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,46,,-,1,,1,,8,,,-,0,,,-,,-,17,,2392,,54944,,96448,,,WEST NORTH CENTRAL,20204620,
MASSACHUSETTS,2020,46,,-,0,,,-,,-,,-,1,,,-,2,,,-,733,,16953,,28124,,MASSACHUSETTS,,20204605,POINT (-71.481104 42.151077)
MOUNTAIN,2020,46,,-,4,,40,,88,,,-,0,,,-,1,,1087,,2695,,92391,,116400,,,MOUNTAIN,20204648,
TOTAL,2020,41,2,,65,,419,,902,,,-,1,,2,,6,,12545,,36226,,1000564,,1433574,,,TOTAL,20204170,
US RESIDENTS,2020,41,2,,62,,419,,869,,,-,1,,2,,6,,12545,,36117,,1000234,,1429764,,,US RESIDENTS,20204101,
NEW HAMPSHIRE,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,65,,86,,2173,,2846,,NEW HAMPSHIRE,,20204106,POINT (-71.57139 43.680429)
NEW YORK,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,962,,2595,,30317,,36782,,NEW YORK,,20204111,POINT (-75.59655 42.921241)
PACIFIC,2020,41,,-,30,,53,,4,,,-,1,,1,,,-,2625,,6325,,163589,,242811,,,PACIFIC,20204157,
WEST SOUTH CENTRAL,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,152,,4495,,103175,,163345,,,WEST SOUTH CENTRAL,20204143,
NEBRASKA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,230,,2600,,7326,,NEBRASKA,,20204125,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,41,,-,0,,,-,,-,,-,0,,,-,2,,586,,3373,,47033,,94284,,,EAST SOUTH CENTRAL,20204138,
NORTH DAKOTA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,99,,953,,3058,,NORTH DAKOTA,,20204126,POINT (-100.46931 47.446305)
NEVADA,2020,41,,-,2,,4,,6,,,-,0,,,-,,-,,-,395,,8472,,14187,,NEVADA,,20204153,POINT (-114.916992 39.283294)
ILLINOIS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,38,,1750,,29488,,63671,,ILLINOIS,,20204115,POINT (-89.148632 40.124144)
IOWA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,371,,8384,,12665,,IOWA,,20204121,POINT (-93.500061 42.074659)
TEXAS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,2807,,63260,,105521,,TEXAS,,20204147,POINT (-99.317341 31.447238)
ALASKA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,149,,3615,,4914,,ALASKA,,20204158,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,29,,247,,4605,,7358,,DISTRICT OF COLUMBIA,,20204130,POINT (-77.016275 38.904785)
WASHINGTON,2020,41,,-,30,,,-,,-,,-,0,,,-,,-,348,,1227,,13775,,26129,,WASHINGTON,,20204162,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,41,,-,8,,6,,3,,,-,1,,,-,2,,243,,1493,,31719,,48201,,,NEW ENGLAND,20204102,
RHODE ISLAND,2020,41,,-,8,,6,,3,,,-,0,,,-,,-,71,,294,,3053,,3955,,RHODE ISLAND,,20204107,POINT (-71.534637 41.572574)
OREGON,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,344,,502,,11867,,14953,,OREGON,,20204161,POINT (-120.605279 43.940449)
DELAWARE,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,222,,1294,,4692,,DELAWARE,,20204129,POINT (-75.452394 38.994926)
ALABAMA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,794,,5965,,26446,,ALABAMA,,20204139,POINT (-86.844516 32.756889)
KANSAS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,136,,347,,9898,,12118,,KANSAS,,20204122,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,41,,-,9,,101,,206,,,-,0,,,-,,-,,-,1608,,41744,,56627,,NORTH CAROLINA,,20204134,POINT (-79.130883 35.52603)
GUAM,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204166,POINT (144.653198 13.3532)
NEW JERSEY,2020,41,,-,0,,,-,,-,,-,1,,1,,,-,452,,884,,21459,,29594,,NEW JERSEY,,20204110,POINT (-74.655514 40.110253)
NEW MEXICO,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,14,,337,,9036,,11370,,NEW MEXICO,,20204154,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,41,1,,21,,214,,378,,,-,0,,,-,,-,1501,,5263,,144880,,206755,,,EAST NORTH CENTRAL,20204114,
TENNESSEE,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,371,,1123,,27286,,32876,,TENNESSEE,,20204142,POINT (-86.343226 35.842998)
CONNECTICUT,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,37,,357,,6426,,12100,,CONNECTICUT,,20204103,POINT (-72.738288 41.575155)
MARYLAND,2020,41,,-,0,,,-,,-,,-,0,,,-,1,,,-,826,,21305,,29850,,MARYLAND,,20204133,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,776,,922,,26535,,28361,,SOUTH CAROLINA,,20204135,POINT (-80.864614 33.878572)
OKLAHOMA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,47,,391,,7663,,15178,,OKLAHOMA,,20204146,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204165,POINT (145.725693 15.1834)
OHIO,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,705,,1435,,43309,,52226,,OHIO,,20204118,POINT (-82.70936 40.415534)
MINNESOTA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,585,,15021,,19346,,MINNESOTA,,20204123,POINT (-94.198308 46.349153)
LOUISIANA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,103,,860,,22520,,29207,,LOUISIANA,,20204145,POINT (-91.840238 30.921314)
HAWAII,2020,41,,-,0,,,-,2,,,-,0,,,-,,-,,-,199,,,-,6418,,HAWAII,,20204160,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,41,,-,14,,105,,398,,,-,0,,,-,1,,3140,,8631,,242758,,309932,,,SOUTH ATLANTIC,20204128,
PENNSYLVANIA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,1004,,1449,,39440,,48199,,PENNSYLVANIA,,20204113,POINT (-77.838886 40.896694)
UTAH,2020,41,1,,2,,6,,10,,,-,0,,,-,,-,170,,261,,7910,,8876,,UTAH,,20204155,POINT (-111.678222 39.323779)
COLORADO,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,461,,1260,,20388,,23787,,COLORADO,,20204150,POINT (-105.547832 38.998552)
VERMONT,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,61,,553,,1291,,VERMONT,,20204108,POINT (-72.662695 44.075252)
KENTUCKY,2020,41,,-,0,,,-,,-,,-,0,,,-,2,,,-,2270,,5965,,14940,,KENTUCKY,,20204140,POINT (-85.290484 37.526683)
PUERTO RICO,2020,41,,-,3,,,-,33,,,-,0,,,-,,-,,-,129,,326,,3803,,PUERTO RICO,,20204167,POINT (-66.414655 18.215692)
MAINE,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,70,,105,,2561,,3115,,MAINE,,20204104,POINT (-69.06137 45.117911)
VIRGINIA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,810,,1126,,31116,,38441,,VIRGINIA,,20204136,POINT (-78.666382 37.510861)
ARIZONA,2020,41,,-,5,,28,,61,,,-,0,,,-,1,,433,,896,,27213,,34615,,ARIZONA,,20204149,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20204164,
WISCONSIN,2020,41,,-,3,,10,,24,,,-,0,,,-,,-,205,,673,,17490,,23070,,WISCONSIN,,20204119,POINT (-89.732969 44.639954)
IDAHO,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,104,,195,,4711,,5469,,IDAHO,,20204151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204168,POINT (-64.840836 18.060868)
MICHIGAN,2020,41,,-,7,,79,,124,,,-,0,,,-,,-,166,,1194,,29717,,39696,,MICHIGAN,,20204117,POINT (-85.730977 44.874798)
GEORGIA,2020,41,,-,11,,4,,192,,,-,0,,,-,,-,,-,1461,,36087,,53357,,GEORGIA,,20204132,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,522,,1669,,41918,,60370,,,NEW YORK CITY,20204112,
ARKANSAS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,2,,437,,9732,,13439,,ARKANSAS,,20204144,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,215,,592,,7817,,20022,,MISSISSIPPI,,20204141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,41,,-,1,,1,,7,,,-,0,,,-,,-,,-,117,,2547,,3604,,SOUTH DAKOTA,,20204127,POINT (-100.230491 44.43614)
WYOMING,2020,41,,-,1,,2,,2,,,-,0,,,-,,-,31,,59,,1426,,1740,,WYOMING,,20204156,POINT (-107.55145 42.999627)
MISSOURI,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,808,,12334,,27554,,MISSOURI,,20204124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,41,,-,0,,,-,,-,,-,1,,1,,,-,2940,,4837,,133134,,174945,,,MIDDLE ATLANTIC,20204109,
CALIFORNIA,2020,41,,-,8,,53,,2,,,-,1,,1,,,-,1933,,4815,,134332,,190397,,CALIFORNIA,,20204159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,1,,253,,3910,,4483,,WEST VIRGINIA,,20204137,POINT (-80.613729 38.642579)
FLORIDA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,1524,,2625,,76162,,86763,,FLORIDA,,20204131,POINT (-82.420978 28.260731)
MONTANA,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,9,,109,,3053,,3776,,MONTANA,,20204152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,41,,-,1,,1,,7,,,-,0,,,-,,-,136,,2325,,51737,,85671,,,WEST NORTH CENTRAL,20204120,
MASSACHUSETTS,2020,41,,-,0,,,-,,-,,-,1,,,-,2,,,-,733,,16953,,24894,,MASSACHUSETTS,,20204105,POINT (-71.481104 42.151077)
MOUNTAIN,2020,41,1,,5,,40,,79,,,-,0,,,-,1,,1222,,2690,,82209,,103820,,,MOUNTAIN,20204148,
INDIANA,2020,41,1,,18,,125,,230,,,-,0,,,-,,-,387,,790,,24876,,28092,,INDIANA,,20204116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,41,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,4,,7,,,NON-US RESIDENTS,20204169,
US TERRITORIES,2020,41,,-,3,,,-,33,,,-,0,,,-,,-,,-,129,,326,,3803,,,US TERRITORIES,20204163,
TOTAL,2020,42,,-,65,,440,,921,,1,,1,,3,,6,,11042,,36388,,1023422,,1472255,,,TOTAL,20204270,
US RESIDENTS,2020,42,,-,62,,440,,887,,1,,1,,3,,6,,11042,,36278,,1023092,,1468300,,,US RESIDENTS,20204201,
NEW HAMPSHIRE,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,52,,86,,2226,,2921,,NEW HAMPSHIRE,,20204206,POINT (-71.57139 43.680429)
NEW YORK,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,888,,2595,,31203,,37740,,NEW YORK,,20204211,POINT (-75.59655 42.921241)
PACIFIC,2020,42,,-,30,,58,,4,,1,,1,,2,,,-,2822,,6325,,168140,,248591,,,PACIFIC,20204257,
WEST SOUTH CENTRAL,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,269,,4495,,104487,,170592,,,WEST SOUTH CENTRAL,20204243,
NEBRASKA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,230,,2600,,7517,,NEBRASKA,,20204225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,42,,-,0,,,-,,-,,-,0,,,-,2,,419,,3373,,47852,,96530,,,EAST SOUTH CENTRAL,20204238,
NORTH DAKOTA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,99,,953,,3123,,NORTH DAKOTA,,20204226,POINT (-100.46931 47.446305)
NEVADA,2020,42,,-,2,,4,,7,,,-,0,,,-,,-,7,,395,,8853,,14556,,NEVADA,,20204253,POINT (-114.916992 39.283294)
ILLINOIS,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,41,,1750,,30100,,65297,,ILLINOIS,,20204215,POINT (-89.148632 40.124144)
IOWA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,371,,8384,,12979,,IOWA,,20204221,POINT (-93.500061 42.074659)
TEXAS,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,2807,,63260,,107623,,TEXAS,,20204247,POINT (-99.317341 31.447238)
ALASKA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,149,,3615,,5045,,ALASKA,,20204258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,247,,4671,,7533,,DISTRICT OF COLUMBIA,,20204230,POINT (-77.016275 38.904785)
WASHINGTON,2020,42,,-,30,,,-,,-,,-,0,,,-,,-,562,,1227,,14337,,26647,,WASHINGTON,,20204262,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,42,,-,8,,6,,3,,,-,1,,,-,2,,291,,1494,,32148,,49404,,,NEW ENGLAND,20204202,
RHODE ISLAND,2020,42,,-,8,,6,,3,,,-,0,,,-,,-,69,,294,,3124,,4014,,RHODE ISLAND,,20204207,POINT (-71.534637 41.572574)
OREGON,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,337,,502,,12221,,15325,,OREGON,,20204261,POINT (-120.605279 43.940449)
DELAWARE,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,222,,1294,,4779,,DELAWARE,,20204229,POINT (-75.452394 38.994926)
ALABAMA,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,794,,5965,,27025,,ALABAMA,,20204239,POINT (-86.844516 32.756889)
KANSAS,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,110,,347,,10008,,12409,,KANSAS,,20204222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,42,,-,9,,103,,212,,,-,0,,,-,,-,,-,1609,,43216,,58038,,NORTH CAROLINA,,20204234,POINT (-79.130883 35.52603)
GUAM,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204266,POINT (144.653198 13.3532)
NEW JERSEY,2020,42,,-,0,,,-,,-,,-,1,,1,,,-,388,,884,,21836,,30371,,NEW JERSEY,,20204210,POINT (-74.655514 40.110253)
NEW MEXICO,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,33,,337,,9269,,11625,,NEW MEXICO,,20204254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,42,,-,21,,228,,385,,,-,0,,,-,,-,1182,,5264,,147790,,211660,,,EAST NORTH CENTRAL,20204214,
TENNESSEE,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,276,,1123,,27562,,33621,,TENNESSEE,,20204242,POINT (-86.343226 35.842998)
CONNECTICUT,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,88,,357,,6626,,12439,,CONNECTICUT,,20204203,POINT (-72.738288 41.575155)
MARYLAND,2020,42,,-,0,,,-,,-,,-,0,,,-,1,,315,,843,,24697,,30596,,MARYLAND,,20204233,POINT (-76.687282 38.946466)
